filename id formula
780-Ir12O36 780 Ir12O36
781-IrO3 781 IrO3
782-Ir18O54 782 Ir18O54
783-Ir12O36 783 Ir12O36
784-Ir2O6 784 Ir2O6
785-Ir4O12 785 Ir4O12
786-Ir6O18 786 Ir6O18
787-Ir16O48 787 Ir16O48
788-Ir16O48 788 Ir16O48
789-Ir4O12 789 Ir4O12
790-Ir4O12 790 Ir4O12
791-Ir6O18 791 Ir6O18
792-Ir4O12 792 Ir4O12
793-Ir4O12 793 Ir4O12
794-Ir4O12 794 Ir4O12
795-Ir2O6 795 Ir2O6
796-Ir4O12 796 Ir4O12
797-Ir2O6 797 Ir2O6
798-Ir4O12 798 Ir4O12
799-Ir2O6 799 Ir2O6
800-Ir2O6 800 Ir2O6
801-Ir3O9 801 Ir3O9
802-Ir8O24 802 Ir8O24
803-Ir6O18 803 Ir6O18
804-Ir4O12 804 Ir4O12
805-IrO3 805 IrO3
806-Ir12O36 806 Ir12O36
807-IrO3 807 IrO3
808-Ir4O12 808 Ir4O12
809-Ir3O9 809 Ir3O9
810-Ir2O6 810 Ir2O6
811-IrO3 811 IrO3
812-Ir8O24 812 Ir8O24
813-Ir4O12 813 Ir4O12
814-Ir6O18 814 Ir6O18
815-Ir8O24 815 Ir8O24
816-Ir7O21 816 Ir7O21
817-Ir4O12 817 Ir4O12
818-Ir3O9 818 Ir3O9
819-Ir2O6 819 Ir2O6
820-Ir8O24 820 Ir8O24
821-IrO3 821 IrO3
822-Ir6O18 822 Ir6O18
823-Ir8O24 823 Ir8O24
824-Ir2O6 824 Ir2O6
825-Ir8O24 825 Ir8O24
826-Ir2O6 826 Ir2O6
827-Ir8O24 827 Ir8O24
828-Ir2O6 828 Ir2O6
829-Ir3O9 829 Ir3O9
830-IrO3 830 IrO3
831-Ir2O6 831 Ir2O6
832-Ir12O36 832 Ir12O36
833-Ir8O24 833 Ir8O24
834-Ir6O18 834 Ir6O18
835-Ir6O18 835 Ir6O18
836-Ir4O12 836 Ir4O12
837-Ir2O6 837 Ir2O6
838-Ir8O24 838 Ir8O24
839-Ir7O21 839 Ir7O21
840-Ir12O36 840 Ir12O36
841-Ir4O12 841 Ir4O12
842-Ir8O24 842 Ir8O24
843-Ir12O36 843 Ir12O36
844-Ir6O18 844 Ir6O18
845-Ir4O12 845 Ir4O12
846-Ir3O9 846 Ir3O9
847-Ir2O6 847 Ir2O6
848-Ir6O18 848 Ir6O18
849-Ir12O36 849 Ir12O36
850-Ir14O42 850 Ir14O42
851-Ir5O15 851 Ir5O15
852-Ir16O48 852 Ir16O48
853-Ir12O36 853 Ir12O36
854-Ir4O12 854 Ir4O12
855-Ir4O12 855 Ir4O12
856-Ir8O24 856 Ir8O24
857-IrO3 857 IrO3
858-Ir4O12 858 Ir4O12
859-Ir4O12 859 Ir4O12
860-Ir4O12 860 Ir4O12
861-Ir2O6 861 Ir2O6
862-Ir6O18 862 Ir6O18
863-Ir12O36 863 Ir12O36
864-Ir6O18 864 Ir6O18
865-Ir18O54 865 Ir18O54
866-Ir4O12 866 Ir4O12
867-IrO3 867 IrO3
868-Ir8O24 868 Ir8O24
869-Ir10O30 869 Ir10O30
870-Ir8O24 870 Ir8O24
871-Ir12O36 871 Ir12O36
872-Ir2O6 872 Ir2O6
873-Ir6O18 873 Ir6O18
874-Ir12O36 874 Ir12O36
875-Ir3O9 875 Ir3O9
876-Ir4O12 876 Ir4O12
877-Ir16O48 877 Ir16O48
878-Ir2O6 878 Ir2O6
879-Ir24O72 879 Ir24O72
880-Ir6O18 880 Ir6O18
881-Ir2O6 881 Ir2O6
882-Ir36O108 882 Ir36O108
883-Ir8O24 883 Ir8O24
884-Ir6O18 884 Ir6O18
885-Ir4O12 885 Ir4O12
886-Ir2O6 886 Ir2O6
887-Ir4O12 887 Ir4O12
888-Ir4O12 888 Ir4O12
889-Ir2O6 889 Ir2O6
890-Ir6O18 890 Ir6O18
891-Ir4O12 891 Ir4O12
892-Ir16O48 892 Ir16O48
893-Ir4O12 893 Ir4O12
894-Ir2O6 894 Ir2O6
895-Ir4O12 895 Ir4O12
896-Ir8O24 896 Ir8O24
897-Ir16O48 897 Ir16O48
898-Ir16O48 898 Ir16O48
899-Ir4O12 899 Ir4O12
900-Ir2O6 900 Ir2O6
901-Ir4O12 901 Ir4O12
902-Ir4O12 902 Ir4O12
903-Ir10O30 903 Ir10O30
904-Ir7O21 904 Ir7O21
905-Ir18O54 905 Ir18O54
906-Ir2O6 906 Ir2O6
907-Ir10O30 907 Ir10O30
908-Ir4O12 908 Ir4O12
909-Ir6O18 909 Ir6O18
910-Ir2O6 910 Ir2O6
911-Ir4O12 911 Ir4O12
912-Ir2O6 912 Ir2O6
913-Ir4O12 913 Ir4O12
914-Ir4O12 914 Ir4O12
915-Ir6O18 915 Ir6O18
916-Ir6O18 916 Ir6O18
917-Ir4O12 917 Ir4O12
918-Ir12O36 918 Ir12O36
919-Ir3O9 919 Ir3O9
920-Ir2O6 920 Ir2O6
921-Ir4O12 921 Ir4O12
922-Ir2O6 922 Ir2O6
923-Ir2O6 923 Ir2O6
924-Ir9O27 924 Ir9O27
925-Ir6O18 925 Ir6O18
926-Ir6O18 926 Ir6O18
927-Ir8O24 927 Ir8O24
928-Ir2O6 928 Ir2O6
929-Ir8O24 929 Ir8O24
930-Ir2O6 930 Ir2O6
931-Ir6O18 931 Ir6O18
932-IrO3 932 IrO3
933-Ir4O12 933 Ir4O12
934-Ir8O24 934 Ir8O24
935-Ir16O48 935 Ir16O48
936-Ir4O12 936 Ir4O12
937-Ir3O9 937 Ir3O9
938-Ir4O12 938 Ir4O12
939-Ir6O18 939 Ir6O18
940-Ir4O12 940 Ir4O12
941-Ir4O12 941 Ir4O12
942-Ir12O36 942 Ir12O36
943-Ir2O6 943 Ir2O6
944-Ir6O18 944 Ir6O18
945-Ir12O36 945 Ir12O36
946-Ir2O6 946 Ir2O6
947-Ir8O24 947 Ir8O24
948-IrO3 948 IrO3
949-Ir6O18 949 Ir6O18
950-Ir3O9 950 Ir3O9
951-Ir8O24 951 Ir8O24
952-Ir2O6 952 Ir2O6
953-Ir16O48 953 Ir16O48
954-Ir4O12 954 Ir4O12
955-Ir6O18 955 Ir6O18
956-Ir12O36 956 Ir12O36
957-Ir2O6 957 Ir2O6
958-Ir4O12 958 Ir4O12
959-Ir2O6 959 Ir2O6
960-IrO3 960 IrO3
961-Ir4O12 961 Ir4O12
962-Ir2O6 962 Ir2O6
963-Ir2O6 963 Ir2O6
964-Ir4O12 964 Ir4O12
965-Ir4O12 965 Ir4O12
966-Ir4O12 966 Ir4O12
