1,-0.82551,0.044407,0.044407
2,-0.81405,0.056542,0.056542
3,-0.79351,0.042209,0.042209
4,-0.75552,0.047207,0.047207
5,-0.7481,0.048314,0.048314
6,-0.74415,0.05686,0.05686
7,-0.72587,0.094786,0.094786
8,-0.7249,0.065002,0.065002
9,-0.7249,0.065002,0.065002
10,-0.69713,0.050736,0.050736
11,-0.68113,0.056204,0.056204
12,-0.66479,0.1719,0.1719
13,-0.65655,0.074034,0.074034
14,-0.64952,0.086387,0.086387
15,-0.64484,0.089404,0.089404
16,-0.63931,0.18609,0.18609
17,-0.63835,0.12442,0.12442
18,-0.62769,0.087225,0.087225
19,-0.62766,0.074124,0.074124
20,-0.60837,0.063259,0.063259
21,-0.59562,0.072426,0.072426
22,-0.59126,0.096249,0.096249
23,-0.58878,0.094334,0.094334
24,-0.58282,0.069539,0.069539
25,-0.5825,0.069604,0.069604
26,-0.58144,0.070947,0.070947
27,-0.58093,0.070742,0.070742
28,-0.58085,0.070678,0.070678
29,-0.58011,0.09067,0.09067
30,-0.57909,0.067995,0.067995
31,-0.57905,0.072192,0.072192
32,-0.57902,0.072076,0.072076
33,-0.57888,0.085912,0.085912
34,-0.57881,0.089812,0.089812
35,-0.57874,0.089777,0.089777
36,-0.57832,0.072163,0.072163
37,-0.57718,0.069507,0.069507
38,-0.56627,0.086746,0.086746
39,-0.56605,0.10042,0.10042
40,-0.5656,0.086664,0.086664
41,-0.56344,0.087058,0.087058
42,-0.56173,0.091465,0.091465
43,-0.55906,0.079888,0.079888
44,-0.55853,0.087409,0.087409
45,-0.55707,0.089746,0.089746
46,-0.5566,0.074717,0.074717
47,-0.5557,0.12934,0.12934
48,-0.55125,0.09362,0.09362
49,-0.55125,0.093171,0.093171
50,-0.55118,0.089357,0.089357
51,-0.55069,0.088928,0.088928
52,-0.55042,0.093709,0.093709
53,-0.55022,0.096149,0.096149
54,-0.5493,0.14056,0.14056
55,-0.54752,0.13495,0.13495
56,-0.53937,0.09325,0.09325
57,-0.5388,0.10688,0.10688
58,-0.53573,0.097528,0.097528
59,-0.53558,0.097376,0.097376
60,-0.53555,0.097373,0.097373
61,-0.53513,0.097714,0.097714
62,-0.5307,0.068785,0.068785
63,-0.52787,0.095413,0.095413
64,-0.52777,0.095016,0.095016
65,-0.52739,0.095392,0.095392
66,-0.5257,0.12181,0.12181
67,-0.52366,0.16848,0.16848
68,-0.52192,0.097119,0.097119
69,-0.52166,0.09747,0.09747
70,-0.51775,0.098674,0.098674
71,-0.51298,0.25609,0.25609
72,-0.50917,0.10251,0.10251
73,-0.5072,0.10675,0.10675
74,-0.50051,0.12454,0.12454
75,-0.48399,0.21753,0.21753
76,-0.47593,0.11625,0.11625
77,-0.47346,0.19238,0.19238
78,-0.46968,0.11143,0.11143
79,-0.46314,0.097744,0.097744
80,-0.46112,0.27528,0.27528
81,-0.45787,0.18467,0.18467
82,-0.45674,0.25883,0.25883
83,-0.4523,0.26893,0.26893
84,-0.45213,0.24606,0.24606
85,-0.44574,0.33946,0.33946
86,-0.44457,0.34452,0.34452
87,-0.44375,0.045772,0.045772
88,-0.43077,0.1241,0.1241
89,-0.42786,0.18592,0.18592
90,-0.42713,0.24263,0.24263
91,-0.42658,0.20253,0.20253
92,-0.42576,0.17253,0.17253
93,-0.42567,0.17265,0.17265
94,-0.41453,0.17779,0.17779
95,-0.40833,0.17763,0.17763
96,-0.40739,0.29899,0.29899
97,-0.40356,0.16806,0.16806
98,-0.39678,0.34684,0.34684
99,-0.38785,0.25974,0.25974
100,-0.38711,0.13837,0.13837
101,-0.38295,0.20401,0.20401
102,-0.38019,0.2054,0.2054
103,-0.37967,0.21478,0.21478
104,-0.3792,0.22646,0.22646
105,-0.37913,0.28193,0.28193
106,-0.37729,0.15133,0.15133
107,-0.37681,0.22275,0.22275
108,-0.37153,0.3424,0.3424
109,-0.36856,0.19857,0.19857
110,-0.36851,0.1842,0.1842
111,-0.36798,0.23939,0.23939
112,-0.36641,0.22609,0.22609
113,-0.36542,0.20721,0.20721
114,-0.36516,0.22763,0.22763
115,-0.36467,0.22251,0.22251
116,-0.36447,0.15098,0.15098
117,-0.36438,0.22775,0.22775
118,-0.36394,0.23348,0.23348
119,-0.36294,0.21562,0.21562
120,-0.36128,0.25004,0.25004
121,-0.36118,0.21486,0.21486
122,-0.35935,0.22767,0.22767
123,-0.35751,0.26411,0.26411
124,-0.35594,0.16948,0.16948
125,-0.35559,0.16046,0.16046
126,-0.35473,0.22928,0.22928
127,-0.35279,0.27081,0.27081
128,-0.35218,0.22744,0.22744
129,-0.35185,0.25224,0.25224
130,-0.35075,0.19205,0.19205
131,-0.346,0.20195,0.20195
132,-0.34566,0.2467,0.2467
133,-0.34537,0.26054,0.26054
134,-0.34364,0.29411,0.29411
135,-0.34292,0.18724,0.18724
136,-0.34272,0.2028,0.2028
137,-0.34265,0.17559,0.17559
138,-0.33969,0.21019,0.21019
139,-0.33862,0.27058,0.27058
140,-0.33851,0.24083,0.24083
141,-0.33679,0.23674,0.23674
142,-0.33654,0.21916,0.21916
143,-0.33567,0.23099,0.23099
144,-0.335,0.14323,0.14323
145,-0.3332,0.23123,0.23123
146,-0.33241,0.22039,0.22039
147,-0.33138,0.16401,0.16401
148,-0.33057,0.25985,0.25985
149,-0.33032,0.17294,0.17294
150,-0.32442,0.19747,0.19747
151,-0.32127,0.22467,0.22467
152,-0.31893,0.22245,0.22245
153,-0.31392,0.19455,0.19455
154,-0.31179,0.19889,0.19889
155,-0.3084,0.32143,0.32143
156,-0.30803,0.34027,0.34027
157,-0.30659,0.21637,0.21637
158,-0.30574,0.15533,0.15533
159,-0.29965,0.25508,0.25508
160,-0.2995,0.26427,0.26427
161,-0.29795,0.19301,0.19301
162,-0.29753,0.22536,0.22536
163,-0.29689,0.24908,0.24908
164,-0.29567,0.19792,0.19792
165,-0.29302,0.22058,0.22058
166,-0.29247,0.34759,0.34759
167,-0.29025,0.22285,0.22285
168,-0.28772,0.24526,0.24526
169,-0.28418,0.18385,0.18385
170,-0.28092,0.27058,0.27058
171,-0.27758,0.19131,0.19131
172,-0.27676,0.223,0.223
173,-0.27388,0.14562,0.14562
174,-0.27319,0.25889,0.25889
175,-0.27256,0.26554,0.26554
176,-0.2694,0.32305,0.32305
177,-0.26786,0.19185,0.19185
178,-0.26578,0.17973,0.17973
179,-0.26487,0.19105,0.19105
180,-0.26274,0.23786,0.23786
181,-0.25829,0.22794,0.22794
182,-0.25822,0.16952,0.16952
183,-0.25465,0.22736,0.22736
184,-0.24963,0.24356,0.24356
185,-0.24306,0.43067,0.43067
186,-0.23533,0.28047,0.28047
187,-0.23315,0.17645,0.17645
188,-0.23252,0.23807,0.23807
189,-0.23206,0.2369,0.2369
190,-0.22687,0.26906,0.26906
191,-0.22563,0.24356,0.24356
192,-0.22473,0.24059,0.24059
193,-0.2242,0.1498,0.1498
194,-0.2235,0.32415,0.32415
195,-0.22241,0.28954,0.28954
196,-0.21946,0.33637,0.33637
197,-0.21915,0.21967,0.21967
198,-0.2181,0.15917,0.15917
199,-0.21593,0.25334,0.25334
200,-0.21526,0.26529,0.26529
201,-0.21491,0.34296,0.34296
202,-0.21476,0.24071,0.24071
203,-0.21462,0.15125,0.15125
204,-0.21337,0.34038,0.34038
205,-0.21202,0.23177,0.23177
206,-0.21159,0.18024,0.18024
207,-0.20837,0.28049,0.28049
208,-0.20526,0.15778,0.15778
209,-0.20251,0.27304,0.27304
210,-0.1984,0.217,0.217
211,-0.1971,0.35051,0.35051
212,-0.19535,0.37177,0.37177
213,-0.19248,0.14715,0.14715
214,-0.19,0.1664,0.1664
215,-0.18809,0.11094,0.11094
216,-0.18677,0.23921,0.23921
217,-0.18382,0.23597,0.23597
218,-0.18161,0.23936,0.23936
219,-0.18058,0.12982,0.12982
220,-0.17769,0.22635,0.22635
221,-0.17638,0.10893,0.10893
222,-0.17637,0.29569,0.29569
223,-0.17452,0.13896,0.13896
224,-0.17327,0.43258,0.43258
225,-0.16786,0.1203,0.1203
226,-0.16458,0.25122,0.25122
227,-0.16254,0.21313,0.21313
228,-0.1523,0.25762,0.25762
229,-0.14751,0.13696,0.13696
230,-0.14718,0.3283,0.3283
231,-0.14412,0.2433,0.2433
232,-0.14359,0.23333,0.23333
233,-0.1429,0.20279,0.20279
234,-0.13558,0.24751,0.24751
235,-0.13484,0.20398,0.20398
236,-0.12831,0.13264,0.13264
237,-0.12265,0.34236,0.34236
238,-0.097603,0.26688,0.26688
239,-0.092417,0.29849,0.29849
240,-0.091571,0.33938,0.33938
241,-0.084829,0.32452,0.32452
242,-0.071673,0.24576,0.24576
243,-0.068525,0.30805,0.30805
244,-0.065459,0.19801,0.19801
245,-0.065208,0.26965,0.26965
246,-0.064976,0.18078,0.18078
